"type","id","locationName","geo","X","Y","REGION_NOM","PREF_NOM","month","partnerName","activity","activityName","startDate","endDate","year","SPREF_NOM","COM_NOM","intervention_type","variable","numbers"
"Feature","1618795228","Damara","4.95766944444444,18.6962194444444","18.6962194444444","4.95766944444444","Plateaux","Ombella M'Poko","2014-04","ACTED","13327","INTERVENTION","2014-04-11","2014-04-25","2014","Damara","Damara","NFI/WASH","Kits_VIVRES",0
"Feature","1756729082","Ngoutéré","6.77181944444444,15.8982472222222","15.8982472222222","6.77181944444444","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-07","2014-06-07","2014","Bocaranga","Péndé","NFI","Kits_VIVRES",0
"Feature","1888755627","Kaga-Bandoro","6.99236944444444,19.1857333333333","19.1857333333333","6.99236944444444","Kagas","Nana-Gribizi","2014-06","SI","13327","INTERVENTION","2014-06-07","2014-07-11","2014","Kaga-Bandoro","Kaga-Bandoro","NFI","Kits_VIVRES",0
"Feature","2040360374","Kabo","7.69704166666667,18.6252583333333","18.6252583333333","7.69704166666667","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-22","2014","Kabo","Sido","NFI","Kits_VIVRES",0
"Feature","2053797164","Gbabiro","6.849218,17.69758","17.69758","6.849218","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-03","2015-03-06","2015","Bossangoa","Ben Zambé","NFI/WASH","Kits_VIVRES",0
"Feature","2143562893","Kaké","6.83371666666667,15.8155055555556","15.8155055555556","6.83371666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-27","2014-07-15","2014","Bocaranga","Péndé","NFI","Kits_VIVRES",0
"Feature","94832746","Bangui","4.39399444444444,18.5329055555556","18.5329055555556","4.39399444444444","Bas-Oubangui","Bangui","2014-06","ACF","13327","INTERVENTION","2014-06-05","2014-07-04","2014","Bangui","Bangui","WASH","Individus_bénéficiaires_WASH_total",7933
"Feature","98821588","Berberati","4.26018055555556,15.7904861111111","15.7904861111111","4.26018055555556","Equateur","Mambéré-Kadéï","2014-04","ACF","13327","INTERVENTION","2014-04-21","2014-05-09","2014","Berbérati","Basse-Batouri","WASH","Individus_bénéficiaires_WASH_total",6638
"Feature","115393556","Bondiba","5.535135,14.794725","14.794725","5.535135","Equateur","Nana-Mambéré","2015-01","ACF","13327","INTERVENTION","2015-01-30","2015-02-01","2015","Baboua","Baboua","NFI/WASH","Individus_bénéficiaires_WASH_total",1695
"Feature","196757754","Moyenne Sido","8.22508333333333,18.7114333333333","18.7114333333333","8.22508333333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","265721479","Bambari","5.75466666666667,20.6785861111111","20.6785861111111","5.75466666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-14","2014-06-15","2014","Bambari","Bambari","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","407345956","Demba Batéké","4.98116388888889,16.272125","16.272125","4.98116388888889","Equateur","Mambéré-Kadéï","2014-08","PU-AMI","13327","INTERVENTION","2014-08-01","2014-08-01","2014","Gadzi","Topia","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","558289820","Kabo","7.69125833333333,18.6276638888889","18.6276638888889","7.69125833333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","632841366","Kabo","7.697565,18.629944","18.629944","7.697565","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","Individus_bénéficiaires_WASH_total",1008
"Feature","801479719","Kaga-Bandoro","6.990379,19.191543","19.191543","6.990379","Kagas","Nana-Gribizi","2015-01","SI","13327","INTERVENTION","2015-01-29","2015-01-30","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","852334036","Bokonde","7.899799,18.680748","18.680748","7.899799","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-23","2014","Kabo","Sido","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","872205074","Kaga-Bandoro","6.992369,19.185733","19.185733","6.992369","Kagas","Nana-Gribizi","2015-03","SI","13327","INTERVENTION","2015-03-11","2015-03-13","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","944830302","Boganangone","4.69585277777778,17.1980666666667","17.1980666666667","4.69585277777778","Plateaux","Lobaye","2014-08","PU-AMI","13327","INTERVENTION","2014-08-15","2014-08-15","2014","Boganangone","Boganangone","NFI/WASH","Individus_bénéficiaires_WASH_total",80
"Feature","945538549","Bozakon","6.95437222222222,18.5099027777778","18.5099027777778","6.95437222222222","Yadé","Ouham","2014-08","ACF","13327","INTERVENTION","2014-08-23","2014-08-25","2014","Bouca","Lady Gbawi","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","1098220660","Sibut","5.73568888888889,19.0860416666667","19.0860416666667","5.73568888888889","Kagas","Kémo","2014-06","ACF","13327","INTERVENTION","2014-06-08","2014-06-09","2014","Sibut","Sibut","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","1141089873","Sabewa","6.668017,14.982606","14.982606","6.668017","Equateur","Nana-Mambéré","2015-03","ACF","13327","INTERVENTION","2015-03-05","2015-03-05","2015","Bouar","Niem-Yelewa","NFI/WASH","Individus_bénéficiaires_WASH_total",2041
"Feature","1149390357","Grimari","5.74136666666667,20.0552","20.0552","5.74136666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-12","2014-06-13","2014","Grimari","Grimari","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","1175676960","Bozélé","6.64559722222222,17.42835","17.42835","6.64559722222222","Yadé","Ouham","2014-06","ACF","13327","INTERVENTION","2014-06-19","2014-06-19","2014","Nana-Bakassa","Nana-Bakassa","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","1258318500","Yaloké","5.31262777777778,17.1006916666667","17.1006916666667","5.31262777777778","Plateaux","Ombella M'Poko","2014-05","ACF","13327","INTERVENTION","2014-05-01","2014-05-10","2014","Yaloké","Yaloké","WASH","Individus_bénéficiaires_WASH_total",633
"Feature","1367826435","Mann","7.37591666666667,15.4850583333333","15.4850583333333","7.37591666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-28","2014-07-31","2014","Ngaoundaye","Kodi","WASH","Individus_bénéficiaires_WASH_total",4921
"Feature","1381250290","Bofire","6.71861,17.766026","17.766026","6.71861","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-10","2015-03-14","2015","Bossangoa","Ben Zambé","NFI/WASH","Individus_bénéficiaires_WASH_total",2528
"Feature","1495240485","Banbari","5.75144444444444,20.6671722222222","20.6671722222222","5.75144444444444","Kagas","Ouaka","2014-07","ACTED","13327","INTERVENTION","2014-07-14","2014-07-18","2014","Bambari","Bambari","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","1564567191","Kabo","7.68898333333333,18.6230277777778","18.6230277777778","7.68898333333333","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","Individus_bénéficiaires_WASH_total",297
"Feature","1567704880","Bouca","6.51158055555556,18.2779888888889","18.2779888888889","6.51158055555556","Yadé","Ouham","2014-05","ACF","13327","INTERVENTION","2014-05-28","2014-05-30","2014","Bouca","Bouca Bobo","NFI/WASH","Individus_bénéficiaires_WASH_total",3350
"Feature","1618795228","Damara","4.95766944444444,18.6962194444444","18.6962194444444","4.95766944444444","Plateaux","Ombella M'Poko","2014-04","ACTED","13327","INTERVENTION","2014-04-11","2014-04-25","2014","Damara","Damara","NFI/WASH","Individus_bénéficiaires_WASH_total",0
"Feature","1756729082","Ngoutéré","6.77181944444444,15.8982472222222","15.8982472222222","6.77181944444444","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-07","2014-06-07","2014","Bocaranga","Péndé","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","1888755627","Kaga-Bandoro","6.99236944444444,19.1857333333333","19.1857333333333","6.99236944444444","Kagas","Nana-Gribizi","2014-06","SI","13327","INTERVENTION","2014-06-07","2014-07-11","2014","Kaga-Bandoro","Kaga-Bandoro","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","2040360374","Kabo","7.69704166666667,18.6252583333333","18.6252583333333","7.69704166666667","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-22","2014","Kabo","Sido","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","2053797164","Gbabiro","6.849218,17.69758","17.69758","6.849218","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-03","2015-03-06","2015","Bossangoa","Ben Zambé","NFI/WASH","Individus_bénéficiaires_WASH_total",1892
"Feature","2143562893","Kaké","6.83371666666667,15.8155055555556","15.8155055555556","6.83371666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-27","2014-07-15","2014","Bocaranga","Péndé","NFI","Individus_bénéficiaires_WASH_total",0
"Feature","94832746","Bangui","4.39399444444444,18.5329055555556","18.5329055555556","4.39399444444444","Bas-Oubangui","Bangui","2014-06","ACF","13327","INTERVENTION","2014-06-05","2014-07-04","2014","Bangui","Bangui","WASH","NFI_pop",7933
"Feature","98821588","Berberati","4.26018055555556,15.7904861111111","15.7904861111111","4.26018055555556","Equateur","Mambéré-Kadéï","2014-04","ACF","13327","INTERVENTION","2014-04-21","2014-05-09","2014","Berbérati","Basse-Batouri","WASH","NFI_pop",6638
"Feature","115393556","Bondiba","5.535135,14.794725","14.794725","5.535135","Equateur","Nana-Mambéré","2015-01","ACF","13327","INTERVENTION","2015-01-30","2015-02-01","2015","Baboua","Baboua","NFI/WASH","NFI_pop",1695
"Feature","196757754","Moyenne Sido","8.22508333333333,18.7114333333333","18.7114333333333","8.22508333333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","NFI_pop",57
"Feature","265721479","Bambari","5.75466666666667,20.6785861111111","20.6785861111111","5.75466666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-14","2014-06-15","2014","Bambari","Bambari","NFI","NFI_pop",0
"Feature","407345956","Demba Batéké","4.98116388888889,16.272125","16.272125","4.98116388888889","Equateur","Mambéré-Kadéï","2014-08","PU-AMI","13327","INTERVENTION","2014-08-01","2014-08-01","2014","Gadzi","Topia","NFI","NFI_pop",0
"Feature","558289820","Kabo","7.69125833333333,18.6276638888889","18.6276638888889","7.69125833333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","NFI_pop",507
"Feature","632841366","Kabo","7.697565,18.629944","18.629944","7.697565","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","NFI_pop",1008
"Feature","801479719","Kaga-Bandoro","6.990379,19.191543","19.191543","6.990379","Kagas","Nana-Gribizi","2015-01","SI","13327","INTERVENTION","2015-01-29","2015-01-30","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","NFI_pop",2625
"Feature","852334036","Bokonde","7.899799,18.680748","18.680748","7.899799","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-23","2014","Kabo","Sido","NFI","NFI_pop",0
"Feature","872205074","Kaga-Bandoro","6.992369,19.185733","19.185733","6.992369","Kagas","Nana-Gribizi","2015-03","SI","13327","INTERVENTION","2015-03-11","2015-03-13","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","NFI_pop",5785
"Feature","944830302","Boganangone","4.69585277777778,17.1980666666667","17.1980666666667","4.69585277777778","Plateaux","Lobaye","2014-08","PU-AMI","13327","INTERVENTION","2014-08-15","2014-08-15","2014","Boganangone","Boganangone","NFI/WASH","NFI_pop",1750
"Feature","945538549","Bozakon","6.95437222222222,18.5099027777778","18.5099027777778","6.95437222222222","Yadé","Ouham","2014-08","ACF","13327","INTERVENTION","2014-08-23","2014-08-25","2014","Bouca","Lady Gbawi","NFI","NFI_pop",3313
"Feature","1098220660","Sibut","5.73568888888889,19.0860416666667","19.0860416666667","5.73568888888889","Kagas","Kémo","2014-06","ACF","13327","INTERVENTION","2014-06-08","2014-06-09","2014","Sibut","Sibut","NFI","NFI_pop",1157
"Feature","1141089873","Sabewa","6.668017,14.982606","14.982606","6.668017","Equateur","Nana-Mambéré","2015-03","ACF","13327","INTERVENTION","2015-03-05","2015-03-05","2015","Bouar","Niem-Yelewa","NFI/WASH","NFI_pop",2041
"Feature","1149390357","Grimari","5.74136666666667,20.0552","20.0552","5.74136666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-12","2014-06-13","2014","Grimari","Grimari","NFI","NFI_pop",0
"Feature","1175676960","Bozélé","6.64559722222222,17.42835","17.42835","6.64559722222222","Yadé","Ouham","2014-06","ACF","13327","INTERVENTION","2014-06-19","2014-06-19","2014","Nana-Bakassa","Nana-Bakassa","NFI","NFI_pop",705
"Feature","1258318500","Yaloké","5.31262777777778,17.1006916666667","17.1006916666667","5.31262777777778","Plateaux","Ombella M'Poko","2014-05","ACF","13327","INTERVENTION","2014-05-01","2014-05-10","2014","Yaloké","Yaloké","WASH","NFI_pop",633
"Feature","1367826435","Mann","7.37591666666667,15.4850583333333","15.4850583333333","7.37591666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-28","2014-07-31","2014","Ngaoundaye","Kodi","WASH","NFI_pop",4921
"Feature","1381250290","Bofire","6.71861,17.766026","17.766026","6.71861","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-10","2015-03-14","2015","Bossangoa","Ben Zambé","NFI/WASH","NFI_pop",3333
"Feature","1495240485","Banbari","5.75144444444444,20.6671722222222","20.6671722222222","5.75144444444444","Kagas","Ouaka","2014-07","ACTED","13327","INTERVENTION","2014-07-14","2014-07-18","2014","Bambari","Bambari","NFI","NFI_pop",0
"Feature","1564567191","Kabo","7.68898333333333,18.6230277777778","18.6230277777778","7.68898333333333","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","NFI_pop",297
"Feature","1567704880","Bouca","6.51158055555556,18.2779888888889","18.2779888888889","6.51158055555556","Yadé","Ouham","2014-05","ACF","13327","INTERVENTION","2014-05-28","2014-05-30","2014","Bouca","Bouca Bobo","NFI/WASH","NFI_pop",7323
"Feature","1618795228","Damara","4.95766944444444,18.6962194444444","18.6962194444444","4.95766944444444","Plateaux","Ombella M'Poko","2014-04","ACTED","13327","INTERVENTION","2014-04-11","2014-04-25","2014","Damara","Damara","NFI/WASH","NFI_pop",880
"Feature","1756729082","Ngoutéré","6.77181944444444,15.8982472222222","15.8982472222222","6.77181944444444","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-07","2014-06-07","2014","Bocaranga","Péndé","NFI","NFI_pop",67
"Feature","1888755627","Kaga-Bandoro","6.99236944444444,19.1857333333333","19.1857333333333","6.99236944444444","Kagas","Nana-Gribizi","2014-06","SI","13327","INTERVENTION","2014-06-07","2014-07-11","2014","Kaga-Bandoro","Kaga-Bandoro","NFI","NFI_pop",0
"Feature","2040360374","Kabo","7.69704166666667,18.6252583333333","18.6252583333333","7.69704166666667","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-22","2014","Kabo","Sido","NFI","NFI_pop",0
"Feature","2053797164","Gbabiro","6.849218,17.69758","17.69758","6.849218","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-03","2015-03-06","2015","Bossangoa","Ben Zambé","NFI/WASH","NFI_pop",1892
"Feature","2143562893","Kaké","6.83371666666667,15.8155055555556","15.8155055555556","6.83371666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-27","2014-07-15","2014","Bocaranga","Péndé","NFI","NFI_pop",0
"Feature","94832746","Bangui","4.39399444444444,18.5329055555556","18.5329055555556","4.39399444444444","Bas-Oubangui","Bangui","2014-06","ACF","13327","INTERVENTION","2014-06-05","2014-07-04","2014","Bangui","Bangui","WASH","Ménages_bénéficiaires_NFI_total",0
"Feature","98821588","Berberati","4.26018055555556,15.7904861111111","15.7904861111111","4.26018055555556","Equateur","Mambéré-Kadéï","2014-04","ACF","13327","INTERVENTION","2014-04-21","2014-05-09","2014","Berbérati","Basse-Batouri","WASH","Ménages_bénéficiaires_NFI_total",0
"Feature","115393556","Bondiba","5.535135,14.794725","14.794725","5.535135","Equateur","Nana-Mambéré","2015-01","ACF","13327","INTERVENTION","2015-01-30","2015-02-01","2015","Baboua","Baboua","NFI/WASH","Ménages_bénéficiaires_NFI_total",388
"Feature","196757754","Moyenne Sido","8.22508333333333,18.7114333333333","18.7114333333333","8.22508333333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","Ménages_bénéficiaires_NFI_total",12
"Feature","265721479","Bambari","5.75466666666667,20.6785861111111","20.6785861111111","5.75466666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-14","2014-06-15","2014","Bambari","Bambari","NFI","Ménages_bénéficiaires_NFI_total",219
"Feature","407345956","Demba Batéké","4.98116388888889,16.272125","16.272125","4.98116388888889","Equateur","Mambéré-Kadéï","2014-08","PU-AMI","13327","INTERVENTION","2014-08-01","2014-08-01","2014","Gadzi","Topia","NFI","Ménages_bénéficiaires_NFI_total",260
"Feature","558289820","Kabo","7.69125833333333,18.6276638888889","18.6276638888889","7.69125833333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","Ménages_bénéficiaires_NFI_total",85
"Feature","632841366","Kabo","7.697565,18.629944","18.629944","7.697565","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","Ménages_bénéficiaires_NFI_total",325
"Feature","801479719","Kaga-Bandoro","6.990379,19.191543","19.191543","6.990379","Kagas","Nana-Gribizi","2015-01","SI","13327","INTERVENTION","2015-01-29","2015-01-30","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","Ménages_bénéficiaires_NFI_total",525
"Feature","852334036","Bokonde","7.899799,18.680748","18.680748","7.899799","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-23","2014","Kabo","Sido","NFI","Ménages_bénéficiaires_NFI_total",55
"Feature","872205074","Kaga-Bandoro","6.992369,19.185733","19.185733","6.992369","Kagas","Nana-Gribizi","2015-03","SI","13327","INTERVENTION","2015-03-11","2015-03-13","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","Ménages_bénéficiaires_NFI_total",1157
"Feature","944830302","Boganangone","4.69585277777778,17.1980666666667","17.1980666666667","4.69585277777778","Plateaux","Lobaye","2014-08","PU-AMI","13327","INTERVENTION","2014-08-15","2014-08-15","2014","Boganangone","Boganangone","NFI/WASH","Ménages_bénéficiaires_NFI_total",360
"Feature","945538549","Bozakon","6.95437222222222,18.5099027777778","18.5099027777778","6.95437222222222","Yadé","Ouham","2014-08","ACF","13327","INTERVENTION","2014-08-23","2014-08-25","2014","Bouca","Lady Gbawi","NFI","Ménages_bénéficiaires_NFI_total",694
"Feature","1098220660","Sibut","5.73568888888889,19.0860416666667","19.0860416666667","5.73568888888889","Kagas","Kémo","2014-06","ACF","13327","INTERVENTION","2014-06-08","2014-06-09","2014","Sibut","Sibut","NFI","Ménages_bénéficiaires_NFI_total",294
"Feature","1141089873","Sabewa","6.668017,14.982606","14.982606","6.668017","Equateur","Nana-Mambéré","2015-03","ACF","13327","INTERVENTION","2015-03-05","2015-03-05","2015","Bouar","Niem-Yelewa","NFI/WASH","Ménages_bénéficiaires_NFI_total",425
"Feature","1149390357","Grimari","5.74136666666667,20.0552","20.0552","5.74136666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-12","2014-06-13","2014","Grimari","Grimari","NFI","Ménages_bénéficiaires_NFI_total",1246
"Feature","1175676960","Bozélé","6.64559722222222,17.42835","17.42835","6.64559722222222","Yadé","Ouham","2014-06","ACF","13327","INTERVENTION","2014-06-19","2014-06-19","2014","Nana-Bakassa","Nana-Bakassa","NFI","Ménages_bénéficiaires_NFI_total",115
"Feature","1258318500","Yaloké","5.31262777777778,17.1006916666667","17.1006916666667","5.31262777777778","Plateaux","Ombella M'Poko","2014-05","ACF","13327","INTERVENTION","2014-05-01","2014-05-10","2014","Yaloké","Yaloké","WASH","Ménages_bénéficiaires_NFI_total",0
"Feature","1367826435","Mann","7.37591666666667,15.4850583333333","15.4850583333333","7.37591666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-28","2014-07-31","2014","Ngaoundaye","Kodi","WASH","Ménages_bénéficiaires_NFI_total",1334
"Feature","1381250290","Bofire","6.71861,17.766026","17.766026","6.71861","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-10","2015-03-14","2015","Bossangoa","Ben Zambé","NFI/WASH","Ménages_bénéficiaires_NFI_total",708
"Feature","1495240485","Banbari","5.75144444444444,20.6671722222222","20.6671722222222","5.75144444444444","Kagas","Ouaka","2014-07","ACTED","13327","INTERVENTION","2014-07-14","2014-07-18","2014","Bambari","Bambari","NFI","Ménages_bénéficiaires_NFI_total",2166
"Feature","1564567191","Kabo","7.68898333333333,18.6230277777778","18.6230277777778","7.68898333333333","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","Ménages_bénéficiaires_NFI_total",124
"Feature","1567704880","Bouca","6.51158055555556,18.2779888888889","18.2779888888889","6.51158055555556","Yadé","Ouham","2014-05","ACF","13327","INTERVENTION","2014-05-28","2014-05-30","2014","Bouca","Bouca Bobo","NFI/WASH","Ménages_bénéficiaires_NFI_total",1300
"Feature","1618795228","Damara","4.95766944444444,18.6962194444444","18.6962194444444","4.95766944444444","Plateaux","Ombella M'Poko","2014-04","ACTED","13327","INTERVENTION","2014-04-11","2014-04-25","2014","Damara","Damara","NFI/WASH","Ménages_bénéficiaires_NFI_total",0
"Feature","1756729082","Ngoutéré","6.77181944444444,15.8982472222222","15.8982472222222","6.77181944444444","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-07","2014-06-07","2014","Bocaranga","Péndé","NFI","Ménages_bénéficiaires_NFI_total",13
"Feature","1888755627","Kaga-Bandoro","6.99236944444444,19.1857333333333","19.1857333333333","6.99236944444444","Kagas","Nana-Gribizi","2014-06","SI","13327","INTERVENTION","2014-06-07","2014-07-11","2014","Kaga-Bandoro","Kaga-Bandoro","NFI","Ménages_bénéficiaires_NFI_total",2661
"Feature","2040360374","Kabo","7.69704166666667,18.6252583333333","18.6252583333333","7.69704166666667","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-22","2014","Kabo","Sido","NFI","Ménages_bénéficiaires_NFI_total",267
"Feature","2053797164","Gbabiro","6.849218,17.69758","17.69758","6.849218","Yadé","Ouham","2015-03","ACF","13327","INTERVENTION","2015-03-03","2015-03-06","2015","Bossangoa","Ben Zambé","NFI/WASH","Ménages_bénéficiaires_NFI_total",372
"Feature","2143562893","Kaké","6.83371666666667,15.8155055555556","15.8155055555556","6.83371666666667","Yadé","Ouham Pendé","2014-06","IRC","13327","INTERVENTION","2014-06-27","2014-07-15","2014","Bocaranga","Péndé","NFI","Ménages_bénéficiaires_NFI_total",1727
"Feature","94832746","Bangui","4.39399444444444,18.5329055555556","18.5329055555556","4.39399444444444","Bas-Oubangui","Bangui","2014-06","ACF","13327","INTERVENTION","2014-06-05","2014-07-04","2014","Bangui","Bangui","WASH","ménages_bénéficiaires_WASH_total",0
"Feature","98821588","Berberati","4.26018055555556,15.7904861111111","15.7904861111111","4.26018055555556","Equateur","Mambéré-Kadéï","2014-04","ACF","13327","INTERVENTION","2014-04-21","2014-05-09","2014","Berbérati","Basse-Batouri","WASH","ménages_bénéficiaires_WASH_total",0
"Feature","115393556","Bondiba","5.535135,14.794725","14.794725","5.535135","Equateur","Nana-Mambéré","2015-01","ACF","13327","INTERVENTION","2015-01-30","2015-02-01","2015","Baboua","Baboua","NFI/WASH","ménages_bénéficiaires_WASH_total",388
"Feature","196757754","Moyenne Sido","8.22508333333333,18.7114333333333","18.7114333333333","8.22508333333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","265721479","Bambari","5.75466666666667,20.6785861111111","20.6785861111111","5.75466666666667","Kagas","Ouaka","2014-06","ACTED","13327","INTERVENTION","2014-06-14","2014-06-15","2014","Bambari","Bambari","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","407345956","Demba Batéké","4.98116388888889,16.272125","16.272125","4.98116388888889","Equateur","Mambéré-Kadéï","2014-08","PU-AMI","13327","INTERVENTION","2014-08-01","2014-08-01","2014","Gadzi","Topia","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","558289820","Kabo","7.69125833333333,18.6276638888889","18.6276638888889","7.69125833333333","Yadé","Ouham","2014-06","SI","13327","INTERVENTION","2014-06-25","2014-06-25","2014","Kabo","Sido","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","632841366","Kabo","7.697565,18.629944","18.629944","7.697565","Yadé","Ouham","2014-04","SI","13327","INTERVENTION","2014-04-25","2014-04-30","2014","Kabo","Sido","NFI/WASH/Abri","ménages_bénéficiaires_WASH_total",0
"Feature","801479719","Kaga-Bandoro","6.990379,19.191543","19.191543","6.990379","Kagas","Nana-Gribizi","2015-01","SI","13327","INTERVENTION","2015-01-29","2015-01-30","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","852334036","Bokonde","7.899799,18.680748","18.680748","7.899799","Yadé","Ouham","2014-08","SI","13327","INTERVENTION","2014-08-22","2014-08-23","2014","Kabo","Sido","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","872205074","Kaga-Bandoro","6.992369,19.185733","19.185733","6.992369","Kagas","Nana-Gribizi","2015-03","SI","13327","INTERVENTION","2015-03-11","2015-03-13","2015","Kaga-Bandoro","Kaga-Bandoro","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","944830302","Boganangone","4.69585277777778,17.1980666666667","17.1980666666667","4.69585277777778","Plateaux","Lobaye","2014-08","PU-AMI","13327","INTERVENTION","2014-08-15","2014-08-15","2014","Boganangone","Boganangone","NFI/WASH","ménages_bénéficiaires_WASH_total",0
"Feature","945538549","Bozakon","6.95437222222222,18.5099027777778","18.5099027777778","6.95437222222222","Yadé","Ouham","2014-08","ACF","13327","INTERVENTION","2014-08-23","2014-08-25","2014","Bouca","Lady Gbawi","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","1098220660","Sibut","5.73568888888889,19.0860416666667","19.0860416666667","5.73568888888889","Kagas","Kémo","2014-06","ACF","13327","INTERVENTION","2014-06-08","2014-06-09","2014","Sibut","Sibut","NFI","ménages_bénéficiaires_WASH_total",0
"Feature","1141089873","Sabewa","6.668017,14.982606","14.982606","6.668017","Equateur","Nana-Mambéré","2015-03","ACF","13327","INTERVENTION","2015-03-05","2015-03-05","2015","Bouar","Niem-Yelewa","NFI/WASH","ménages_bénéficiaires_WASH_total",425
